,employee_id,age,gender,marital_status
133,133284,29,Male,Unmarried
134,111921,23,Male,Unmarried
135,107239,23,Male,Unmarried
136,110389,25,Male,Unmarried
137,112817,44,Female,Married
138,102637,22,Male,Unmarried
139,116178,24,Female,Unmarried
140,116026,25,Female,Unmarried
141,113338,29,Male,Unmarried
142,102824,24,Male,Unmarried
143,119214,24,Female,Unmarried
144,113360,27,Male,Unmarried
145,112791,48,Male,Married
146,125463,25,Female,Unmarried
147,104993,43,Male,Married
148,109560,33,Female,Married
149,114743,34,Male,Married
150,103049,53,Female,Married
151,110587,43,Male,Married
152,118843,24,Female,Unmarried
153,111489,22,Male,Unmarried
154,115199,35,Female,Married
155,114381,49,Male,Married
156,115952,23,Male,Unmarried
157,136199,31,Male,Married
158,100178,23,Male,Unmarried
159,111176,43,Male,Married
160,105219,22,Female,Unmarried
161,103836,25,Male,Unmarried
162,112788,45,Male,Married
163,100562,53,Male,Married
164,111208,48,Male,Married
165,109686,42,Male,Married
166,112762,49,Male,Married
167,107021,22,Male,Unmarried
168,108850,48,Male,Married
169,123320,25,Female,Unmarried
170,103102,45,Female,Married
171,118729,28,Female,Married
172,111694,24,Female,Unmarried
173,104093,43,Male,Married
174,113153,36,Male,Married
175,107692,25,Female,Unmarried
176,112165,25,Male,Unmarried
177,105468,25,Female,Unmarried
178,103371,22,Female,Unmarried
179,100233,53,Male,Married
180,108881,45,Female,Married
181,107107,29,Male,Unmarried
182,112279,32,Male,Married
183,118087,57,Male,Married
184,118443,22,Male,Unmarried
185,113046,22,Male,Unmarried
186,110408,57,Male,Married
187,106946,24,Female,Unmarried
188,100470,23,Male,Unmarried
189,107982,36,Male,Married
190,103176,40,Male,Married
191,106971,24,Female,Unmarried
192,111321,23,Male,Unmarried
193,109590,22,Female,Unmarried
194,106386,32,Male,Married
195,118809,42,Female,Married
196,118195,23,Female,Unmarried
197,113028,28,Male,Unmarried
198,118027,29,Male,Unmarried
199,103858,28,Male,Unmarried
200,105277,27,Male,Unmarried
201,139547,27,Male,Unmarried
202,102763,47,Female,Married
203,104196,25,Male,Unmarried
204,109158,27,Female,Married
205,114890,40,Male,Married
206,116702,32,Female,Married
207,126835,25,Female,Unmarried
208,114163,22,Male,Unmarried
209,100731,50,Male,Married
210,119995,44,Female,Married
211,111433,27,Female,Married
212,101811,50,Male,Married
213,116804,51,Male,Married
214,119761,52,Male,Married
215,103244,41,Male,Married
216,108823,29,Male,Unmarried
217,123989,22,Female,Unmarried
218,113383,24,Female,Unmarried
219,103869,22,Male,Unmarried
220,113352,51,Male,Married
221,109993,44,Female,Married
222,106961,42,Male,Married
223,115882,29,Male,Unmarried
224,106005,24,Female,Unmarried
225,119784,22,Female,Unmarried
226,111869,25,Female,Unmarried
227,118398,55,Male,Married
228,107767,43,Male,Married
229,110740,27,Male,Unmarried
230,105807,24,Male,Unmarried
231,116189,23,Male,Unmarried
232,108564,45,Male,Married
233,127703,25,Female,Unmarried
234,105679,29,Female,Married
235,145444,32,Female,Married
236,120087,22,Female,Unmarried
237,148842,42,Male,Married
238,104782,42,Male,Married
239,102486,24,Female,Unmarried
240,136410,48,Male,Married
241,125918,24,Female,Unmarried
242,101164,27,Male,Unmarried
243,105584,42,Male,Married
244,111746,47,Male,Married
245,112914,24,Male,Unmarried
246,105967,26,Female,Married
247,114151,52,Male,Married
248,104619,24,Female,Unmarried
249,108694,33,Male,Married
250,108364,28,Male,Unmarried
251,106202,45,Male,Married
252,118588,24,Female,Unmarried
253,112349,46,Female,Married
254,119555,27,Female,Married
255,113161,28,Male,Unmarried
256,104509,26,Male,Unmarried
257,103421,26,Male,Unmarried
258,119249,38,Male,Married
259,109878,50,Male,Married
260,103611,26,Male,Unmarried
261,113560,30,Male,Married
262,113915,25,Female,Unmarried
263,100499,53,Male,Married
264,103824,42,Male,Married
265,112930,36,Female,Married
266,108458,46,Female,Married
267,101294,27,Male,Unmarried
268,109170,28,Male,Unmarried
269,105198,41,Male,Married
270,113407,30,Male,Married
271,109963,48,Male,Married
272,114250,26,Female,Married
273,103150,47,Female,Married
274,113689,30,Male,Married
275,109668,26,Male,Unmarried
276,117858,49,Female,Married
277,119664,23,Male,Unmarried
278,117477,32,Male,Married
279,114579,27,Female,Married
280,111857,54,Male,Married
281,107560,26,Male,Unmarried
282,117946,24,Female,Unmarried
283,108665,22,Female,Unmarried
284,101704,23,Male,Unmarried
285,115914,43,Female,Married
286,113748,29,Male,Unmarried
287,110470,45,Male,Married
288,117213,31,Male,Married
289,106813,48,Male,Married
290,108462,28,Male,Unmarried
291,119746,24,Female,Unmarried
292,112891,29,Male,Unmarried
293,125520,45,Female,Married
294,119921,24,Male,Unmarried
295,113411,30,Male,Married
296,107372,26,Male,Unmarried
297,115994,23,Female,Unmarried
298,121045,24,Female,Unmarried
299,102207,22,Male,Unmarried
300,118115,46,Male,Married
301,104407,48,Male,Married
302,115004,29,Male,Unmarried
303,114842,24,Male,Unmarried
304,118540,36,Male,Married
305,114680,24,Male,Unmarried
306,104025,33,Male,Married
307,116434,42,Male,Married
308,118157,29,Male,Unmarried
309,109180,38,Male,Married
310,119867,23,Female,Unmarried
311,117103,51,Male,Married
312,112827,32,Male,Married
313,100266,46,Male,Married
314,100513,48,Female,Married
315,104489,54,Male,Married
316,107058,42,Male,Married
317,100798,46,Male,Married
318,103183,42,Female,Married
319,113865,31,Male,Married
320,118513,30,Male,Married
321,118151,43,Female,Married
322,119125,24,Female,Unmarried
323,103766,23,Male,Unmarried
324,115547,52,Female,Married
325,122441,41,Female,Married
326,113054,27,Female,Married
327,115386,24,Female,Unmarried
328,112118,30,Female,Married
329,105344,25,Female,Unmarried
330,118832,41,Female,Married
331,107249,40,Male,Married
332,119736,44,Male,Married
333,125513,22,Female,Unmarried
334,101667,52,Female,Married
335,145462,22,Female,Unmarried
336,118361,28,Male,Unmarried
337,108909,45,Male,Married
338,108028,22,Male,Unmarried
339,110631,47,Male,Married
340,101922,33,Female,Married
341,106266,23,Male,Unmarried
342,101595,28,Male,Unmarried
343,105313,23,Male,Unmarried
344,115491,27,Male,Unmarried
345,106853,47,Male,Married
346,106923,23,Female,Unmarried
347,103808,50,Male,Married
348,102576,26,Female,Married
349,116003,25,Male,Unmarried
350,101536,22,Male,Unmarried
351,119516,25,Male,Unmarried
352,119742,25,Male,Unmarried
353,117736,22,Male,Unmarried
354,119072,42,Female,Married
355,114243,38,Male,Married
356,102659,22,Male,Unmarried
357,125351,24,Female,Unmarried
358,113190,22,Female,Unmarried
359,102954,28,Male,Unmarried
360,102778,41,Female,Married
361,101096,36,Female,Married
362,108894,25,Female,Unmarried
363,142266,40,Male,Married
364,109544,41,Female,Married
365,114858,24,Male,Unmarried
366,107508,25,Female,Unmarried
367,117374,44,Male,Married
368,102619,47,Male,Married
369,111326,24,Female,Unmarried
370,114836,48,Female,Married
371,102979,25,Male,Unmarried
372,108031,55,Male,Married
373,101823,50,Male,Married
374,100302,36,Female,Married
375,100930,53,Male,Married
376,105360,48,Male,Married
377,116849,52,Male,Married
378,117779,22,Female,Unmarried
379,119540,24,Male,Unmarried
380,108254,46,Male,Married
381,116211,27,Male,Unmarried
382,126738,24,Female,Unmarried
383,105713,25,Female,Unmarried
384,146012,39,Female,Married
385,100861,35,Female,Married
386,108095,22,Female,Unmarried
387,107367,25,Male,Unmarried
388,138275,23,Female,Unmarried
389,117351,40,Female,Married
390,116615,27,Male,Unmarried
391,113916,29,Male,Unmarried
392,117725,41,Male,Married
393,114557,28,Male,Unmarried
394,116335,25,Female,Unmarried
395,117182,27,Female,Married
396,107224,29,Male,Unmarried
397,100411,35,Female,Married
398,102663,27,Male,Unmarried
399,106424,39,Male,Married
400,140481,39,Female,Married
401,104037,48,Male,Married
402,102847,27,Female,Married
403,105068,35,Male,Married
404,104171,23,Female,Unmarried
405,107227,26,Male,Unmarried
406,104696,26,Male,Unmarried
407,114653,30,Male,Married
408,100636,39,Female,Married
409,114321,49,Female,Married
410,105801,26,Male,Unmarried
411,107025,25,Female,Unmarried
412,106310,29,Male,Unmarried
413,101685,23,Male,Unmarried
414,118661,22,Male,Unmarried
415,106654,22,Female,Unmarried
416,113375,23,Female,Unmarried
417,128789,26,Female,Married
418,116056,52,Male,Married
419,116053,22,Male,Unmarried
420,120935,53,Female,Married
421,112259,46,Male,Married
422,100586,24,Female,Unmarried
423,110789,47,Female,Married
424,106970,29,Male,Unmarried
425,138695,31,Female,Married
426,113605,43,Male,Married
427,100855,43,Female,Married
428,121619,25,Female,Unmarried
429,100833,29,Male,Unmarried
430,124669,23,Female,Unmarried
431,121943,22,Female,Unmarried
432,105978,22,Male,Unmarried
433,102179,25,Male,Unmarried
434,106383,24,Female,Unmarried
435,111177,44,Female,Married
436,109021,24,Female,Unmarried
437,105105,28,Male,Unmarried
438,106404,26,Male,Unmarried
439,100194,29,Male,Unmarried
440,115996,27,Male,Unmarried
441,104505,37,Male,Married
442,106737,22,Female,Unmarried
443,105271,25,Male,Unmarried
444,134126,39,Male,Married
445,117256,50,Male,Married
446,102879,38,Male,Married
447,106794,23,Female,Unmarried
448,101510,41,Male,Married
449,118392,22,Female,Unmarried
450,114731,31,Female,Married
451,105685,35,Male,Married
452,110000,24,Female,Unmarried
453,116884,22,Female,Unmarried
454,118266,43,Male,Married
455,113747,22,Male,Unmarried
456,111983,33,Male,Married
457,107271,37,Male,Married
458,116881,37,Female,Married
459,108988,24,Male,Unmarried
460,106210,46,Male,Married
461,117407,24,Male,Unmarried
462,112424,25,Female,Unmarried
463,114595,29,Female,Married
464,104896,51,Female,Married
465,112887,33,Male,Married
466,104640,41,Female,Married
467,111750,22,Male,Unmarried
468,127062,23,Female,Unmarried
469,116983,47,Female,Married
470,100649,49,Male,Married
471,117308,47,Male,Married
472,117195,24,Male,Unmarried
473,107855,22,Male,Unmarried
474,105987,31,Male,Married
475,114397,25,Male,Unmarried
476,112676,49,Male,Married
477,126220,24,Female,Unmarried
478,112833,26,Male,Unmarried
479,104722,26,Female,Married
480,118791,31,Male,Married
481,140653,36,Male,Married
482,112455,23,Male,Unmarried
483,116265,24,Male,Unmarried
484,104213,50,Male,Married
485,105210,25,Male,Unmarried
486,102604,29,Male,Unmarried
487,125172,30,Female,Married
488,106594,23,Male,Unmarried
489,100796,44,Male,Married
490,107214,24,Female,Unmarried
491,105256,24,Female,Unmarried
492,103803,48,Male,Married
493,117650,42,Female,Married
494,113288,25,Female,Unmarried
495,119447,25,Female,Unmarried
496,124189,23,Female,Unmarried
497,108696,23,Male,Unmarried
498,103938,29,Male,Unmarried
499,114667,49,Male,Married
500,114084,29,Male,Unmarried
501,115747,29,Male,Unmarried
502,103217,27,Male,Unmarried
503,142668,25,Female,Unmarried
504,119539,28,Male,Unmarried
505,115162,47,Male,Married
506,105803,23,Female,Unmarried
507,100117,45,Male,Married
508,115928,45,Female,Married
509,117962,28,Male,Unmarried
510,111470,25,Male,Unmarried
511,116223,40,Male,Married
512,120747,23,Female,Unmarried
513,113629,42,Male,Married
514,113068,38,Male,Married
515,119783,34,Male,Married
516,117843,32,Female,Married
517,115699,22,Male,Unmarried
518,106324,28,Male,Unmarried
519,111793,24,Female,Unmarried
520,107089,24,Female,Unmarried
521,107236,37,Male,Married
522,101886,22,Female,Unmarried
523,117263,45,Male,Married
524,110734,22,Female,Unmarried
525,110174,35,Female,Married
526,102961,33,Male,Married
527,110293,23,Female,Unmarried
528,123507,25,Female,Unmarried
529,102157,33,Female,Married
530,111179,24,Female,Unmarried
531,100765,27,Male,Unmarried
532,108844,51,Male,Married
533,115414,33,Male,Married
534,113945,23,Male,Unmarried
535,107073,42,Male,Married
536,118867,44,Male,Married
537,106872,40,Male,Married
538,114750,22,Female,Unmarried
539,118010,46,Male,Married
540,114651,41,Male,Married
541,102489,28,Male,Unmarried
542,103276,22,Male,Unmarried
543,113669,40,Female,Married
544,112901,25,Male,Unmarried
545,105779,23,Female,Unmarried
546,117119,25,Male,Unmarried
547,106311,23,Male,Unmarried
548,111205,40,Male,Married
549,117981,29,Male,Unmarried
550,101856,23,Female,Unmarried
551,124599,45,Female,Married
552,108156,28,Male,Unmarried
553,122094,34,Female,Married
554,109680,27,Male,Unmarried
555,115899,35,Female,Married
556,113791,38,Female,Married
557,111725,26,Male,Unmarried
558,109187,47,Male,Married
559,117034,42,Female,Married
560,119355,44,Female,Married
561,107500,39,Male,Married
562,110442,53,Male,Married
563,102428,23,Male,Unmarried
564,106451,39,Male,Married
565,118619,27,Male,Unmarried
566,110630,22,Male,Unmarried
567,110930,52,Female,Married
568,115911,30,Male,Married
569,117346,22,Female,Unmarried
570,106213,29,Male,Unmarried
571,102494,34,Male,Married
572,119142,25,Male,Unmarried
573,118063,54,Male,Married
574,116653,32,Female,Married
575,107992,23,Female,Unmarried
576,105961,24,Male,Unmarried
577,111662,38,Male,Married
578,120106,22,Female,Unmarried
579,104159,23,Male,Unmarried
580,108081,37,Male,Married
581,107208,29,Male,Unmarried
582,116878,22,Male,Unmarried
583,111704,51,Male,Married
584,116145,49,Male,Married
585,117326,47,Male,Married
586,115763,37,Male,Married
587,100680,49,Male,Married
588,110198,28,Male,Unmarried
589,106467,25,Male,Unmarried
590,116762,51,Male,Married
591,121018,24,Female,Unmarried
592,109206,27,Male,Unmarried
593,108573,54,Female,Married
594,101372,24,Female,Unmarried
595,115917,23,Male,Unmarried
596,115411,24,Male,Unmarried
597,129444,22,Female,Unmarried
598,103477,36,Male,Married
599,130254,24,Female,Unmarried
600,108165,26,Male,Unmarried
601,100696,23,Male,Unmarried
602,119274,27,Male,Unmarried
603,106905,22,Female,Unmarried
604,106046,34,Male,Married
605,111032,26,Male,Unmarried
606,109263,29,Male,Unmarried
607,111345,52,Female,Married
608,101214,23,Male,Unmarried
609,101021,23,Male,Unmarried
610,107961,27,Male,Unmarried
611,117101,49,Male,Married
612,107912,25,Female,Unmarried
613,108130,25,Female,Unmarried
614,116443,25,Female,Unmarried
615,133410,36,Male,Married
616,107095,24,Male,Unmarried
617,106002,31,Male,Married
618,112931,26,Male,Unmarried
619,101945,24,Female,Unmarried
620,103671,35,Male,Married
621,110221,50,Male,Married
622,104878,44,Male,Married
623,100686,52,Female,Married
624,112989,28,Male,Unmarried
625,105910,34,Female,Married
626,100704,40,Male,Married
627,139568,34,Female,Married
628,116853,27,Male,Unmarried
629,105929,24,Female,Unmarried
630,110869,24,Male,Unmarried
631,113488,23,Male,Unmarried
632,111588,54,Female,Married
633,119093,28,Male,Unmarried
634,102530,25,Male,Unmarried
635,117884,36,Male,Married
636,110456,25,Male,Unmarried
637,103974,44,Male,Married
638,109379,28,Female,Married
639,113090,25,Male,Unmarried
640,139800,34,Female,Married
641,108099,50,Male,Married
642,124467,42,Female,Married
643,100106,29,Male,Unmarried
644,101660,29,Female,Married
645,112036,22,Female,Unmarried
646,118653,23,Female,Unmarried
647,119886,25,Female,Unmarried
648,112976,27,Female,Married
649,113864,29,Male,Unmarried
650,110736,28,Male,Unmarried
651,100318,28,Male,Unmarried
652,119543,42,Male,Married
653,118227,51,Male,Married
654,105879,24,Male,Unmarried
655,129163,31,Female,Married
656,103173,25,Female,Unmarried
657,108369,29,Male,Unmarried
658,106881,40,Female,Married
659,109338,34,Male,Married
660,112614,25,Female,Unmarried
661,117218,42,Female,Married
662,108214,42,Male,Married
663,110793,22,Male,Unmarried
664,103392,32,Female,Married
665,112275,24,Male,Unmarried
666,117454,51,Female,Married
667,102973,22,Female,Unmarried
668,110334,33,Male,Married
669,104142,22,Male,Unmarried
670,101733,29,Male,Unmarried
671,115737,27,Male,Unmarried
672,106904,29,Male,Unmarried
673,113843,25,Male,Unmarried
674,118739,30,Male,Married
675,106977,47,Male,Married
676,103865,45,Male,Married
677,142692,25,Female,Unmarried
678,107462,34,Male,Married
679,104866,37,Male,Married
680,117633,28,Male,Unmarried
681,103950,47,Female,Married
682,102382,31,Male,Married
683,117809,26,Female,Married
684,118609,22,Female,Unmarried
685,125954,24,Female,Unmarried
686,129301,46,Female,Married
687,118206,27,Male,Unmarried
688,106061,27,Male,Unmarried
689,101210,31,Female,Married
690,111467,29,Male,Unmarried
691,148147,42,Male,Married
692,108427,54,Male,Married
693,106793,42,Male,Married
694,116554,50,Male,Married
695,103675,23,Male,Unmarried
696,103773,26,Male,Unmarried
697,124491,23,Female,Unmarried
698,101920,25,Female,Unmarried
699,116661,29,Male,Unmarried
700,119451,26,Male,Unmarried
701,130632,40,Male,Married
702,111989,51,Male,Married
703,102034,37,Male,Married
704,134548,33,Female,Married
705,120275,43,Female,Married
706,106447,52,Male,Married
707,115200,50,Female,Married
708,119861,23,Female,Unmarried
709,101185,52,Male,Married
710,102990,46,Male,Married
711,109882,29,Male,Unmarried
712,111852,41,Male,Married
713,108313,25,Female,Unmarried
714,101163,54,Male,Married
715,116549,46,Female,Married
716,103851,24,Male,Unmarried
717,113412,23,Female,Unmarried
718,112782,23,Female,Unmarried
719,118805,24,Male,Unmarried
720,115317,52,Male,Married
721,114738,49,Male,Married
722,119875,51,Male,Married
723,128677,24,Female,Unmarried
724,110228,23,Male,Unmarried
725,109987,35,Female,Married
726,114581,32,Male,Married
727,102612,28,Male,Unmarried
728,118983,36,Female,Married
729,104650,24,Male,Unmarried
730,116184,29,Male,Unmarried
731,109463,27,Male,Unmarried
732,106352,38,Female,Married
733,111791,48,Male,Married
734,145854,42,Male,Married
735,118930,25,Male,Unmarried
736,118719,27,Male,Unmarried
737,112625,22,Female,Unmarried
738,107329,44,Male,Married
739,101776,52,Male,Married
740,110312,25,Male,Unmarried
741,107331,48,Female,Married
742,119442,38,Female,Married
743,102819,31,Female,Married
744,116551,23,Female,Unmarried
745,148607,40,Male,Married
746,108134,40,Female,Married
747,113630,25,Female,Unmarried
748,115786,28,Female,Married
749,100602,25,Male,Unmarried
750,110057,25,Female,Unmarried
751,107050,48,Male,Married
752,126837,22,Female,Unmarried
753,115633,37,Male,Married
754,117651,29,Male,Unmarried
755,109043,35,Male,Married
756,100620,25,Male,Unmarried
757,106596,27,Male,Unmarried
758,141360,37,Female,Married
759,113924,39,Male,Married
760,108734,29,Female,Married
761,107864,38,Male,Married
762,116546,29,Male,Unmarried
763,112082,25,Female,Unmarried
764,103541,40,Male,Married
765,108202,48,Male,Married
766,106588,35,Male,Married
767,111592,25,Male,Unmarried
768,119675,37,Male,Married
769,114578,57,Male,Married
770,108841,22,Male,Unmarried
771,116587,38,Male,Married
772,112710,28,Male,Unmarried
773,105212,25,Female,Unmarried
774,110193,44,Male,Married
775,108947,46,Male,Married
776,103929,24,Female,Unmarried
777,104654,25,Female,Unmarried
778,119879,33,Male,Married
779,116244,22,Female,Unmarried
780,102019,36,Male,Married
781,117638,42,Male,Married
782,125532,22,Female,Unmarried
783,115296,24,Male,Unmarried
784,112379,43,Male,Married
785,109426,22,Male,Unmarried
786,116855,28,Male,Unmarried
787,117042,57,Male,Married
788,116162,23,Male,Unmarried
789,117592,23,Male,Unmarried
790,148309,48,Female,Married
791,118431,24,Male,Unmarried
792,137722,24,Male,Unmarried
793,105612,28,Male,Unmarried
794,109085,24,Female,Unmarried
795,113717,35,Female,Married
796,102867,30,Male,Married
797,109646,39,Male,Married
798,119546,47,Male,Married
799,118434,23,Male,Unmarried
800,104377,31,Male,Married
801,101309,35,Female,Married
802,119467,53,Male,Married
803,101201,22,Male,Unmarried
804,110737,33,Male,Married
805,118538,23,Male,Unmarried
806,116783,26,Male,Unmarried
807,119429,27,Male,Unmarried
808,102408,24,Female,Unmarried
809,102855,23,Male,Unmarried
810,116031,24,Male,Unmarried
811,112318,24,Male,Unmarried
812,102779,34,Male,Married
813,102518,39,Female,Married
814,101638,25,Male,Unmarried
815,114940,51,Female,Married
816,107909,30,Female,Married
817,115060,50,Male,Married
818,101000,24,Male,Unmarried
819,106614,29,Male,Unmarried
820,129743,25,Female,Unmarried
821,108128,54,Male,Married
822,103604,24,Female,Unmarried
823,113789,48,Male,Married
824,114400,39,Male,Married
825,105513,24,Female,Unmarried
826,115377,34,Male,Married
827,123485,23,Female,Unmarried
828,110194,47,Male,Married
829,109575,23,Male,Unmarried
830,108793,23,Female,Unmarried
831,108652,30,Male,Married
832,103579,29,Male,Unmarried
833,103473,23,Male,Unmarried
834,100838,24,Female,Unmarried
835,108400,34,Male,Married
836,110424,48,Male,Married
837,117040,54,Male,Married
838,107295,23,Female,Unmarried
839,105605,22,Male,Unmarried
840,122101,23,Female,Unmarried
841,100637,32,Male,Married
842,111841,31,Female,Married
843,116426,33,Female,Married
844,116483,29,Female,Married
845,108503,37,Male,Married
846,106584,25,Male,Unmarried
847,128987,23,Female,Unmarried
848,107930,25,Female,Unmarried
849,104205,49,Female,Married
850,115775,27,Male,Unmarried
851,111135,38,Male,Married
852,101033,27,Female,Married
853,108500,26,Male,Unmarried
854,109725,27,Male,Unmarried
855,115046,43,Male,Married
856,108703,26,Male,Unmarried
857,113981,40,Female,Married
858,116373,32,Male,Married
859,101815,22,Female,Unmarried
860,108027,22,Female,Unmarried
861,106172,24,Male,Unmarried
862,106323,23,Female,Unmarried
863,101009,26,Male,Unmarried
864,100672,39,Male,Married
865,114110,30,Male,Married
866,108042,30,Male,Married
867,110111,51,Male,Married
868,117160,22,Male,Unmarried
869,100575,50,Male,Married
870,103979,46,Male,Married
871,101159,27,Male,Unmarried
872,108882,22,Male,Unmarried
873,112041,53,Male,Married
874,112521,27,Male,Unmarried
875,126959,25,Female,Unmarried
876,116500,49,Male,Married
877,102250,43,Male,Married
878,119640,26,Male,Unmarried
879,124522,36,Female,Married
880,108828,26,Male,Unmarried
881,109118,37,Female,Married
882,129407,41,Female,Married
883,118065,29,Female,Married
884,145264,27,Female,Unmarried
885,117801,35,Male,Married
886,110961,25,Female,Unmarried
887,118059,22,Male,Unmarried
888,114353,24,Male,Unmarried
889,118958,37,Male,Married
890,114601,22,Female,Unmarried
891,113977,43,Male,Married
892,101305,27,Male,Unmarried
893,105862,29,Male,Unmarried
894,114471,35,Male,Married
895,125467,53,Female,Married
896,116393,33,Female,Married
897,101437,22,Male,Unmarried
898,103838,42,Female,Married
899,111213,31,Male,Married
900,101066,46,Male,Married
901,119446,25,Female,Unmarried
902,101318,27,Female,Married
903,100403,27,Male,Unmarried
904,129755,25,Female,Unmarried
905,100918,45,Male,Married
906,117434,23,Female,Unmarried
907,118549,22,Female,Unmarried
908,102410,28,Male,Unmarried
909,114909,54,Male,Married
910,104671,24,Male,Unmarried
911,147700,25,Male,Unmarried
912,100927,39,Male,Married
913,114613,23,Female,Unmarried
914,116461,25,Female,Unmarried
915,107714,48,Male,Married
916,110664,36,Male,Married
917,109752,25,Female,Unmarried
918,109365,44,Male,Married
919,140521,30,Female,Married
920,105952,28,Male,Unmarried
921,127146,25,Female,Unmarried
922,107116,48,Male,Married
923,103959,27,Male,Unmarried
924,104288,25,Male,Unmarried
925,112663,26,Male,Unmarried
926,107980,23,Female,Unmarried
927,136022,41,Male,Married
928,117054,27,Male,Unmarried
929,147918,31,Female,Married
930,101848,36,Male,Married
931,133436,42,Female,Married
932,117412,23,Female,Unmarried
933,116237,49,Male,Married
934,125903,22,Female,Unmarried
935,104942,24,Female,Unmarried
936,101847,23,Female,Unmarried
937,114320,38,Female,Married
938,113725,22,Male,Unmarried
939,118244,36,Male,Married
940,117963,42,Female,Married
941,102036,46,Male,Married
942,111366,25,Female,Unmarried
943,116188,44,Male,Married
944,114923,34,Male,Married
945,113057,45,Male,Married
946,113564,25,Male,Unmarried
947,103684,36,Female,Married
948,114700,53,Female,Married
949,121041,36,Female,Married
950,128702,22,Female,Unmarried
951,106124,22,Male,Unmarried
952,125736,22,Female,Unmarried
953,123947,22,Female,Unmarried
954,140969,29,Female,Unmarried
955,115232,41,Female,Married
956,104530,25,Male,Unmarried
957,109029,54,Male,Married
958,124552,24,Female,Unmarried
959,117872,56,Male,Married
960,107248,48,Male,Married
961,101404,23,Female,Unmarried
