,avg_monthly_hrs,last_evaluation,n_projects,salary,satisfaction,status,tenure,age,gender,marital_status,dept_name
271,144.0,0.576558,2,1,0.465891,1,3.0,25,0,1,8
272,159.0,0.525789,2,2,0.441667,1,3.0,24,0,1,7
273,156.0,0.495712,2,2,0.485934,1,3.0,25,0,1,8
274,146.0,0.519571,2,1,0.426425,1,3.0,22,0,1,5
275,150.0,0.425017,2,1,0.481675,1,3.0,24,0,1,8
276,236.0,1.0,3,2,0.319276,1,4.0,25,0,1,8
277,262.0,0.901248,5,1,0.717886,1,5.0,24,0,1,3
278,143.0,0.525877,2,2,0.354678,1,3.0,25,0,1,2
279,244.0,0.867343,6,2,0.129053,1,4.0,52,0,0,1
280,249.0,0.983261,4,1,0.809117,1,5.0,23,0,1,3
281,151.0,0.539141,2,1,0.452634,1,3.0,24,0,1,4
282,271.0,0.946384,5,1,0.934184,1,5.0,25,0,1,1
283,266.0,0.904513,5,2,0.7857,1,5.0,22,0,1,2
284,263.0,0.989693,5,1,0.828111,1,6.0,22,1,1,8
285,242.0,0.900549,5,2,0.820155,1,5.0,22,0,1,9
286,309.0,0.875607,6,1,0.0870366,1,4.0,33,0,0,9
287,144.0,0.7184519938425691,2,2,0.4203,1,3.0,24,0,1,8
288,147.0,0.522608,2,2,0.362178,1,3.0,24,0,1,1
289,296.0,0.958952,7,1,0.166429,1,4.0,53,0,0,0
291,137.0,0.528545,2,1,0.331802,1,3.0,22,0,1,1
292,159.0,0.7184519938425691,2,1,0.468977,1,3.0,26,1,1,1
293,249.0,0.964928,6,1,0.153867,1,4.0,42,1,0,8
294,154.0,0.525127,2,2,0.45113,1,3.0,23,0,1,7
295,271.0,0.945909,5,1,0.846959,1,5.0,22,0,1,8
296,253.0,1.0,4,1,0.795731,1,5.0,24,0,1,8
297,136.0,0.503641,2,2,0.351784,1,3.0,24,0,1,9
298,269.0,0.925694,5,1,0.760691,1,5.0,24,0,1,2
299,133.0,0.53334,2,2,0.326139,1,3.0,24,0,1,8
300,252.0,0.898176,5,1,0.896276,1,5.0,22,0,1,3
301,143.0,0.505161,2,1,0.417466,1,3.0,23,0,1,3
302,275.0,0.89894,7,1,0.0863607,1,4.0,40,0,0,9
303,219.0,0.976371,5,1,0.86532,1,5.0,28,1,1,1
304,136.0,0.486269,2,2,0.421147,1,3.0,39,1,0,7
305,263.0,0.869344,6,1,0.111513,1,4.0,47,0,0,5
306,156.0,0.7184519938425691,2,2,0.424762,1,3.0,23,0,1,1
307,307.0,0.930352,7,1,0.117907,1,4.0,36,0,0,9
308,274.0,0.950468,4,1,0.888559,1,5.0,24,0,1,3
309,151.0,0.7184519938425691,2,2,0.419416,1,3.0,22,0,1,8
310,244.0,0.919524,5,1,0.701672,1,5.0,22,0,1,1
311,148.0,0.529041,2,1,0.357894,1,3.0,24,0,1,9
312,155.0,0.461114,2,1,0.400453,1,3.0,22,0,1,8
313,127.0,0.505487,2,2,0.338849,1,3.0,23,0,1,9
314,226.0,0.860763,4,2,0.768132,1,5.0,25,0,1,7
316,149.0,0.525145,2,1,0.397215,1,3.0,25,0,1,9
318,232.0,0.980759,4,2,0.825572,1,5.0,23,0,1,1
319,214.0,0.487172,4,2,0.306061,1,4.0,24,0,1,1
320,271.0,0.93057,4,1,0.775065,1,5.0,25,0,1,8
321,133.0,0.542964,2,1,0.375272,1,3.0,23,0,1,1
322,225.0,0.991495,4,1,0.912214,1,5.0,25,1,1,1
323,127.0,0.470798,2,2,0.426591,1,3.0,28,1,1,3
324,142.0,0.564768,2,2,0.349758,1,3.0,23,0,1,7
325,282.0,0.990687,7,1,0.120595,1,4.0,40,0,0,1
326,180.0,0.623574,3,2,0.609113,1,4.0,22,0,1,1
327,136.0,0.600009,2,1,0.40412,1,3.0,25,0,1,8
328,255.0,0.955329,4,1,0.787524,1,6.0,23,0,1,8
329,300.0,0.979651,7,2,0.166336,1,4.0,27,0,0,4
330,252.0,0.888437,5,1,0.852599,1,5.0,25,0,1,0
331,309.0,0.853192,6,1,0.102148,1,4.0,43,0,0,9
332,144.0,0.464083,2,2,0.405598,1,3.0,22,0,1,5
333,240.0,0.849425,4,2,0.820867,1,5.0,23,0,1,8
334,225.0,0.977501,4,2,0.734395,1,5.0,24,0,1,8
335,159.0,0.576623,2,1,0.466212,1,3.0,24,0,1,1
336,217.0,0.963093,5,1,0.821675,1,5.0,25,0,1,9
337,245.0,1.0,4,1,0.752076,1,5.0,24,0,1,8
338,247.0,0.883274,4,1,0.881484,1,6.0,23,0,1,1
339,293.0,0.808091,6,1,0.094254,1,5.0,53,0,0,8
340,160.0,0.591197,2,1,0.418741,1,3.0,24,0,1,2
341,275.0,1.0,5,1,0.783389,1,5.0,24,0,1,9
342,246.0,0.996432,5,1,0.875615,1,5.0,22,0,1,8
343,227.0,0.830078,5,1,0.780955,1,5.0,25,0,1,8
344,310.0,0.858179,7,2,0.147125,1,4.0,27,0,0,8
345,282.0,0.830166,7,1,0.137862,1,5.0,50,1,0,1
346,238.0,0.595896,4,2,0.269952,1,2.0,25,0,1,2
347,301.0,0.556134,3,1,0.240336,1,3.0,42,1,0,9
348,142.0,0.7184519938425691,2,1,0.33687,1,3.0,25,0,1,8
349,261.0,0.805149,6,1,0.0817661,1,4.0,51,0,0,9
350,264.0,0.96422,7,2,0.117403,1,4.0,54,0,0,2
351,233.0,0.971481,4,1,0.854863,1,5.0,24,0,1,8
353,236.0,0.853609,4,2,0.816641,1,5.0,23,0,1,8
354,144.0,0.453524,2,1,0.40815,1,3.0,25,0,1,2
355,140.0,0.427874,2,1,0.492721,1,3.0,24,0,1,1
356,268.0,0.794418,6,1,0.107563,1,4.0,36,0,0,5
357,142.0,0.40006,2,1,0.369309,1,3.0,23,0,1,1
358,275.0,0.781891,5,2,0.153319,1,4.0,23,0,1,7
359,307.0,0.975868,6,1,0.135755,1,4.0,40,0,0,8
360,146.0,0.557437,2,2,0.471105,1,3.0,23,0,1,1
362,255.0,0.965766,4,1,0.741425,1,6.0,24,0,1,8
363,136.0,0.466807,2,2,0.37805,1,3.0,25,0,1,1
364,181.0,0.921137,2,2,0.894447,1,5.0,26,1,1,1
365,134.0,0.508337,2,2,0.456376,1,3.0,22,0,1,3
366,228.0,0.999017,4,2,0.825387,1,5.0,22,1,1,9
367,157.0,0.496474,2,1,0.439862,1,3.0,24,0,1,3
368,154.0,0.7184519938425691,2,2,0.449009,1,3.0,22,0,1,2
369,266.0,0.857333,6,1,0.107394,1,4.0,52,0,0,1
370,140.0,0.470909,2,1,0.375037,1,3.0,37,1,0,8
371,283.0,0.813192,6,2,0.0790388,1,5.0,33,0,0,9
372,307.0,0.905708,7,1,0.125275,1,4.0,48,1,0,3
373,269.0,0.961684,5,2,0.723119,1,5.0,46,1,0,8
374,165.0,0.826183,6,1,0.509311,1,6.0,31,0,0,9
375,288.0,0.957496,6,2,0.0684884,1,4.0,33,0,0,9
376,257.0,0.954546,5,2,0.824469,1,5.0,23,0,1,1
377,279.0,0.97356,6,1,0.147722,1,4.0,40,0,0,1
378,258.0,0.94184,5,1,0.909107,1,5.0,25,0,1,9
379,284.0,0.926052,6,1,0.0840148,1,4.0,46,0,0,8
380,236.0,0.892227,5,1,0.869753,1,5.0,25,0,1,8
381,156.0,0.427001,2,1,0.494285,1,3.0,24,0,1,1
382,249.0,0.814469,5,1,0.713844,1,5.0,22,0,1,1
383,192.0,1.0,4,1,0.198123,1,4.0,24,0,1,2
384,146.0,0.446707,2,1,0.396179,1,3.0,24,0,1,9
385,301.0,0.816023,6,2,0.0735235,1,5.0,40,0,0,3
386,144.0,0.469745,2,1,0.384879,1,3.0,24,0,1,2
387,154.0,0.7184519938425691,2,1,0.420521,1,3.0,22,0,1,8
388,279.0,0.832246,6,1,0.0503368,1,4.0,38,0,0,8
389,149.0,0.579038,2,1,0.417611,1,3.0,22,0,1,9
390,136.0,0.488114,2,1,0.393449,1,3.0,23,0,1,1
391,282.0,0.85579,6,2,0.131401,1,4.0,45,0,0,1
392,151.0,0.7184519938425691,2,1,0.419818,1,3.0,25,0,1,1
393,287.0,0.821559,5,1,0.145731,1,4.0,23,0,1,8
394,127.0,0.532574,2,1,0.397773,1,3.0,24,0,1,9
395,132.0,0.485557,2,1,0.445789,1,3.0,22,0,1,6
396,286.0,0.864143,7,1,0.0967901,1,4.0,26,0,0,8
397,286.0,0.84759,6,1,0.0864551,1,4.0,29,0,0,9
398,148.0,0.48607,2,1,0.357934,1,3.0,25,0,1,5
399,245.0,0.944478,5,2,0.920771,1,5.0,23,0,1,9
400,264.0,0.875616,6,2,0.0635948,1,4.0,27,0,0,1
401,272.0,0.804361,5,2,0.845383,1,6.0,24,0,1,1
402,257.0,0.971011,5,1,0.829357,1,6.0,22,0,1,8
403,253.0,0.850341,6,2,0.112386,1,4.0,43,0,0,8
404,275.0,0.803078,7,2,0.138814,1,4.0,38,0,0,9
405,247.0,0.587022,2,2,0.0951208,1,4.0,25,1,1,8
406,131.0,0.520728,2,1,0.413425,1,3.0,23,0,1,8
407,140.0,0.45402,2,2,0.334903,1,3.0,24,0,1,8
408,267.0,0.785357,5,1,0.927001,1,5.0,22,0,1,3
409,135.0,0.543421,2,1,0.423005,1,3.0,25,1,1,8
410,250.0,0.913081,5,2,0.172889,1,4.0,24,0,1,0
411,258.0,0.935496,5,1,0.860482,1,5.0,23,0,1,9
412,126.0,0.7184519938425691,2,1,0.6221810997968243,1,3.0,24,0,1,10
413,148.0,0.524534,2,1,0.411353,1,3.0,23,0,1,8
414,254.0,0.906772,5,1,0.768442,1,6.0,22,0,1,8
415,269.0,0.931232,7,2,0.141092,1,4.0,43,0,0,2
416,130.0,0.419646,2,1,0.386689,1,3.0,24,0,1,2
417,151.0,0.7184519938425691,2,2,0.321574,1,3.0,22,0,1,8
418,148.0,0.525892,2,1,0.410287,1,3.0,23,0,1,8
419,276.0,0.850814,7,1,0.0662955,1,4.0,47,0,0,2
420,153.0,0.515227,2,1,0.338424,1,3.0,25,0,1,9
421,147.0,0.494166,2,2,0.480487,1,3.0,22,0,1,8
422,152.0,0.500077,2,2,0.373492,1,3.0,50,1,0,8
