,avg_monthly_hrs,last_evaluation,n_projects,salary,satisfaction,status,tenure,age,gender,marital_status,dept_name
96,160.0,0.508932,2,1,0.407259,1,3.0,23.0,0,1,8
97,279.0,0.79986,6,1,0.0985616,1,4.0,54.0,0,0,8
98,274.0,0.878575,5,2,0.79105,1,6.0,28.0,1,1,9
99,296.0,0.677557,2,2,0.467873,1,5.0,25.0,0,1,8
100,259.0,0.848992,6,2,0.178243,1,5.0,52.0,1,0,9
101,164.0,0.714642,4,1,0.524464,1,2.0,28.0,1,1,8
102,253.0,0.83395,6,2,0.145414,1,4.0,44.0,1,0,5
103,297.0,0.878721,6,0,0.104844,1,5.0,23.0,1,1,8
104,151.0,0.7184519938425691,2,1,0.42148,1,3.0,23.0,0,1,8
105,130.0,0.548987,2,2,0.422146,1,3.0,23.0,0,1,9
106,258.0,0.959213,4,2,0.944949,1,5.0,28.0,1,1,1
107,140.0,0.521566,2,1,0.461044,1,3.0,47.0,1,0,9
108,281.0,0.99766,6,2,0.107146,1,4.0,31.0,0,0,4
109,156.0,0.528929,2,0,0.312928,1,3.0,24.0,0,1,2
110,153.0,0.7184519938425691,2,1,0.356232,1,3.0,25.0,0,1,2
111,223.0,0.837597,5,1,0.738441,1,5.0,23.0,0,1,8
112,147.0,0.452001,2,1,0.34499,1,3.0,51.0,1,0,9
113,148.0,0.533172,2,1,0.36142,1,3.0,23.0,1,1,8
114,246.0,0.944761,4,1,0.928173,1,5.0,22.0,0,1,8
115,310.0,0.524456,5,2,0.414488,1,3.0,24.0,0,1,7
116,137.0,0.499013,2,2,0.504321,1,3.0,23.0,0,1,1
117,303.0,0.866422,5,2,0.0609863,1,5.0,22.0,0,1,2
118,151.0,0.522235,2,1,0.421082,1,3.0,25.0,0,1,4
119,150.0,0.531091,2,1,0.429583,1,3.0,24.0,0,1,9
120,239.0,0.82423,4,1,0.776066,1,6.0,25.0,0,1,3
121,202.0,0.7184519938425691,3,2,0.425503,1,3.0,23.0,0,1,8
122,279.0,0.807814,6,1,0.126932,1,4.0,46.0,0,0,8
123,127.0,0.516111,2,1,0.357358,1,3.0,22.0,0,1,3
124,136.0,0.48096,2,2,0.401807,1,3.0,24.0,0,1,8
125,274.0,0.574151,2,1,0.732505,1,4.0,22.0,1,1,8
126,156.0,0.498253,2,1,0.453624,1,3.0,24.0,0,1,8
127,261.0,0.878444,6,2,0.101731,1,4.0,32.0,0,0,3
128,136.0,0.53546,2,1,0.487851,1,3.0,22.0,0,1,8
129,287.0,0.918562,6,1,0.142113,1,4.0,39.0,0,0,1
130,218.0,0.85036,4,1,0.822958,1,5.0,39.0,1,0,3
131,172.0,0.7184519938425691,5,1,0.326353,1,2.0,25.0,0,1,8
132,305.0,0.881748,7,2,0.139059,1,4.0,37.0,0,0,1
133,291.0,0.819279,6,1,0.101794,1,4.0,47.0,0,0,8
135,243.0,0.923938,6,0,0.154765,1,4.0,33.0,0,0,7
136,256.0,0.962934,6,1,0.0798577,1,4.0,30.0,0,0,9
137,228.0,0.968112,5,1,0.75621,1,5.0,23.0,0,1,9
138,283.0,0.789851,7,1,0.128018,1,5.0,34.0,1,0,1
139,242.0,0.846659,5,2,0.772121,1,5.0,29.0,1,1,9
140,245.0,0.885296,5,1,0.817257,1,5.0,23.0,0,1,1
141,260.0,0.876539,5,2,0.872302,1,5.0,25.0,0,1,3
142,192.0,0.551225,7,1,0.210584,1,3.0,46.0,0,0,8
143,158.0,0.547159,2,1,0.358773,1,3.0,51.0,1,0,9
144,306.0,0.893635,6,1,0.166866,1,4.0,27.0,1,1,1
145,154.0,0.889985,3,2,0.401073,1,4.0,23.0,0,1,1
146,298.0,0.888568,6,1,0.14453,1,4.0,46.0,1,0,8
147,285.0,0.931751,7,1,0.0737981,1,4.0,41.0,0,0,3
148,260.0,0.895906,5,1,0.867948,1,5.0,23.0,0,1,9
149,159.0,0.7184519938425691,2,1,0.324768,1,3.0,26.0,1,1,7
150,156.0,0.419956,2,1,0.38645,1,3.0,25.0,0,1,8
151,147.0,0.582465,2,1,0.442294,1,3.0,23.0,0,1,9
152,247.0,0.876086,5,1,0.83846,1,5.0,23.0,0,1,1
153,246.0,0.855755,5,2,0.830533,1,5.0,26.0,1,1,8
154,216.0,1.0,4,1,0.753578,1,6.0,24.0,0,1,1
156,247.0,0.942873,7,2,0.144449,1,4.0,51.0,0,0,8
157,280.0,0.630177,2,1,0.327048,1,4.0,24.0,0,1,1
158,265.0,0.792833,4,1,0.920042,1,6.0,25.0,0,1,8
159,128.0,0.498708,2,2,0.423624,1,3.0,24.0,0,1,8
160,255.0,0.894924,7,2,0.17525,1,4.0,31.0,0,0,9
161,263.0,1.0,4,2,0.829606,1,6.0,22.0,0,1,1
162,255.0,0.930584,7,2,0.0806184,1,4.0,40.0,0,0,9
163,132.0,0.477055,2,2,0.495775,1,3.0,25.0,0,1,8
164,136.0,0.529917,2,1,0.377291,1,3.0,23.0,0,1,1
165,141.0,0.462154,2,1,0.466326,1,3.0,24.0,0,1,8
166,131.0,0.485783,2,1,0.349181,1,3.0,23.0,0,1,8
167,296.0,0.885543,7,2,0.09247,1,4.0,28.0,0,0,1
168,137.0,0.7184519938425691,2,1,0.418467,1,3.0,22.0,0,1,8
169,258.0,0.967462,2,1,0.667322,1,5.0,22.0,0,1,8
170,159.0,0.544412,2,2,0.422724,1,3.0,23.0,0,1,8
171,129.0,0.558944,2,2,0.469451,1,3.0,24.0,0,1,1
172,276.0,0.752432,5,1,0.115195,1,4.0,22.0,0,1,9
173,139.0,0.585351,2,1,0.475075,1,3.0,25.0,0,1,8
174,142.0,0.7184519938425691,2,1,0.447818,1,3.0,25.0,0,1,8
175,130.0,0.484567,2,1,0.455295,1,3.0,23.0,0,1,8
176,285.0,0.901575,6,1,0.131683,1,4.0,46.0,0,0,1
177,285.0,0.754973,6,2,0.0904151,1,4.0,50.0,0,0,2
178,309.0,0.876306,6,2,0.101742,1,4.0,36.0,0,0,8
179,263.0,0.887814,4,1,0.773491,1,5.0,22.0,0,1,9
180,276.0,0.902899,6,1,0.0961399,1,4.0,33.0,0,0,8
181,285.0,0.797767,7,2,0.125959,1,4.0,42.0,1,0,3
182,155.0,0.525671,2,1,0.381088,1,3.0,23.0,0,1,3
183,299.0,0.819308,6,1,0.129074,1,4.0,36.0,0,0,8
184,158.0,0.543576,2,1,0.35252,1,3.0,23.0,0,1,9
185,270.0,0.855482,4,1,0.884897,1,5.0,24.0,0,1,8
186,278.0,0.949239,6,1,0.0938494,1,4.0,50.0,0,0,5
188,282.0,0.676745,2,1,0.356162,1,5.0,25.0,0,1,5
189,247.0,0.516293,2,2,0.0597921,1,4.0,39.0,1,0,8
190,158.0,0.554521,2,1,0.365284,1,3.0,38.0,1,0,8
191,142.0,0.7184519938425691,2,2,0.484054,1,3.0,22.0,0,1,9
192,151.0,0.458269,2,2,0.381992,1,3.0,23.0,0,1,0
193,247.0,0.84342,4,1,0.813122,1,6.0,22.0,0,1,1
194,255.0,0.86191,6,1,0.135853,1,4.0,40.0,1,0,8
195,241.0,0.972069,5,2,0.786684,1,5.0,25.0,0,1,8
196,143.0,0.561972,2,1,0.415942,1,3.0,24.0,0,1,8
197,290.0,0.896066,7,1,0.101141,1,4.0,44.0,0,0,8
198,290.0,0.755191,7,1,0.080867,1,4.0,43.0,0,0,4
199,267.0,0.828781,5,1,0.789816,1,5.0,25.0,0,1,9
200,156.0,0.414742,2,1,0.361317,1,3.0,23.0,0,1,8
201,159.0,0.7184519938425691,2,1,0.405428,1,3.0,23.0,0,1,8
202,160.0,0.600898,2,2,0.40791,1,3.0,24.0,0,1,1
203,232.0,0.960754,4,1,0.884619,1,5.0,22.0,0,1,8
204,141.0,0.503339,2,1,0.501475,1,3.0,22.0,0,1,8
205,139.0,0.533964,2,1,0.385363,1,3.0,43.0,1,0,5
206,160.0,0.480823,2,1,0.398427,1,3.0,23.0,0,1,8
207,258.0,0.950414,2,1,0.652081,1,5.0,23.0,0,1,8
208,268.0,0.953886,6,1,0.169063,1,4.0,41.0,0,0,9
209,134.0,0.526204,2,1,0.388992,1,3.0,22.0,1,1,9
210,148.0,0.7184519938425691,2,1,0.430123,1,3.0,24.0,0,1,8
211,136.0,0.786735,5,1,0.0878727,1,2.0,22.0,0,1,1
212,137.0,0.543217,2,2,0.44207,1,3.0,24.0,0,1,3
214,157.0,0.503556,2,1,0.328297,1,3.0,22.0,0,1,8
215,280.0,0.839185,6,1,0.0702263,1,4.0,46.0,0,0,1
216,264.0,0.96353,5,2,0.74303,1,5.0,25.0,0,1,1
217,137.0,0.526296,2,2,0.455517,1,3.0,23.0,0,1,2
218,149.0,0.515149,2,0,0.42107,1,3.0,53.0,1,0,7
219,291.0,0.876973,6,1,0.0668486,1,4.0,41.0,0,0,7
220,254.0,0.547034,4,1,0.505422,1,4.0,24.0,0,1,8
221,158.0,0.512585,2,1,0.371049,1,3.0,25.0,0,1,8
222,138.0,0.520361,2,2,0.403928,1,3.0,25.0,0,1,5
223,153.0,0.536117,2,1,0.36667,1,3.0,43.0,0,0,9
224,278.0,0.815264,6,0,0.0792939,1,4.0,41.0,0,0,1
225,159.0,0.597303,2,2,0.417487,1,3.0,23.0,0,1,8
226,154.0,0.607358,2,1,0.417173,1,3.0,23.0,0,1,8
228,156.0,0.454041,2,2,0.400145,1,3.0,22.0,0,1,4
229,280.0,0.957407,6,1,0.158427,1,4.0,37.0,1,0,9
230,249.0,0.697713,3,2,0.781751,1,5.0,50.0,1,0,5
231,224.0,0.469179,7,2,0.19819,1,5.0,39.0,0,0,2
232,160.0,0.426595,2,2,0.3736,1,3.0,24.0,0,1,5
233,273.0,0.850542,4,1,0.811183,1,5.0,24.0,0,1,4
234,143.0,0.562405,2,2,0.420525,1,3.0,25.0,0,1,1
235,298.0,0.965138,6,1,0.0946862,1,4.0,26.0,1,1,8
236,239.0,1.0,5,1,0.843067,1,6.0,24.0,0,1,5
237,251.0,0.944582,4,2,0.829317,1,5.0,25.0,0,1,5
238,160.0,0.492099,2,1,0.363487,1,3.0,28.0,0,0,8
239,140.0,0.536804,2,2,0.376617,1,3.0,24.0,0,1,1
241,142.0,0.538917,2,1,0.355897,1,3.0,23.0,0,1,8
242,260.0,0.513827,4,2,0.588318,1,3.0,22.0,0,1,8
243,290.0,0.76584,6,2,0.0827398,1,5.0,31.0,0,0,1
244,245.0,0.835256,5,1,0.829798,1,5.0,25.0,0,1,8
245,124.0,0.7184519938425691,3,1,0.6221810997968243,1,3.0,25.0,0,1,10
246,289.0,0.852163,7,1,0.0703123,1,4.0,51.0,0,0,8
247,257.0,1.0,5,2,0.886461,1,5.0,22.0,0,1,2
248,233.0,1.0,4,1,0.714841,1,5.0,25.0,0,1,3
249,269.0,0.797653,6,1,0.071595,1,4.0,27.0,0,0,3
251,119.0,0.7184519938425691,2,2,0.6221810997968243,1,3.0,22.0,0,1,10
252,248.0,1.0,5,2,0.836733,1,5.0,24.0,0,1,7
253,261.0,0.828202,6,2,0.153197,1,4.0,26.0,0,0,2
254,218.0,0.971004,4,1,0.75095,1,5.0,22.0,0,1,8
255,172.0,0.7184519938425691,5,1,0.383471,1,2.0,47.0,1,0,8
256,270.0,0.822992,5,2,0.777664,1,5.0,23.0,0,1,9
257,257.0,0.797304,6,1,0.114947,1,4.0,50.0,0,0,9
258,128.0,0.517344,2,1,0.390653,1,3.0,23.0,0,1,8
259,151.0,0.545662,2,1,0.380905,1,3.0,43.0,1,0,3
260,145.0,0.538776,2,1,0.33669,1,3.0,23.0,0,1,3
261,135.0,0.527794,2,1,0.341672,1,3.0,24.0,0,1,3
262,304.0,0.82532,6,1,0.115863,1,4.0,31.0,0,0,1
263,136.0,0.546984,2,1,0.318171,1,3.0,25.0,0,1,3
264,132.0,0.520296,2,2,0.374531,1,3.0,25.0,0,1,1
265,248.0,1.0,5,2,0.700604,1,5.0,24.0,0,1,9
266,141.0,0.529515,2,1,0.394023,1,3.0,24.0,0,1,8
267,132.0,0.571622,5,1,0.301249,1,5.0,25.0,0,1,8
268,147.0,0.7184519938425691,2,1,0.475132,1,3.0,25.0,0,1,8
269,149.0,0.517082,2,1,0.428383,1,3.0,23.0,0,1,9
270,129.0,0.7184519938425691,2,1,0.488907,1,3.0,40.0,0,0,4
271,151.0,0.498054,2,1,0.385963,1,3.0,23.0,0,1,8
272,144.0,0.576558,2,1,0.465891,1,3.0,25.0,0,1,8
273,159.0,0.525789,2,2,0.441667,1,3.0,24.0,0,1,7
274,156.0,0.495712,2,2,0.485934,1,3.0,25.0,0,1,8
275,146.0,0.519571,2,1,0.426425,1,3.0,22.0,0,1,5
276,150.0,0.425017,2,1,0.481675,1,3.0,24.0,0,1,8
277,236.0,1.0,3,2,0.319276,1,4.0,25.0,0,1,8
278,262.0,0.901248,5,1,0.717886,1,5.0,24.0,0,1,3
279,143.0,0.525877,2,2,0.354678,1,3.0,25.0,0,1,2
280,244.0,0.867343,6,2,0.129053,1,4.0,52.0,0,0,1
281,249.0,0.983261,4,1,0.809117,1,5.0,23.0,0,1,3
282,151.0,0.539141,2,1,0.452634,1,3.0,24.0,0,1,4
283,271.0,0.946384,5,1,0.934184,1,5.0,25.0,0,1,1
284,266.0,0.904513,5,2,0.7857,1,5.0,22.0,0,1,2
285,263.0,0.989693,5,1,0.828111,1,6.0,22.0,1,1,8
286,242.0,0.900549,5,2,0.820155,1,5.0,22.0,0,1,9
287,309.0,0.875607,6,1,0.0870366,1,4.0,33.0,0,0,9
288,144.0,0.7184519938425691,2,2,0.4203,1,3.0,24.0,0,1,8
289,147.0,0.522608,2,2,0.362178,1,3.0,24.0,0,1,1
290,296.0,0.958952,7,1,0.166429,1,4.0,53.0,0,0,0
292,137.0,0.528545,2,1,0.331802,1,3.0,22.0,0,1,1
293,159.0,0.7184519938425691,2,1,0.468977,1,3.0,26.0,1,1,1
294,249.0,0.964928,6,1,0.153867,1,4.0,42.0,1,0,8
295,154.0,0.525127,2,2,0.45113,1,3.0,23.0,0,1,7
296,271.0,0.945909,5,1,0.846959,1,5.0,22.0,0,1,8
297,253.0,1.0,4,1,0.795731,1,5.0,24.0,0,1,8
298,136.0,0.503641,2,2,0.351784,1,3.0,24.0,0,1,9
299,269.0,0.925694,5,1,0.760691,1,5.0,24.0,0,1,2
300,133.0,0.53334,2,2,0.326139,1,3.0,24.0,0,1,8
301,252.0,0.898176,5,1,0.896276,1,5.0,22.0,0,1,3
302,143.0,0.505161,2,1,0.417466,1,3.0,23.0,0,1,3
303,275.0,0.89894,7,1,0.0863607,1,4.0,40.0,0,0,9
305,219.0,0.976371,5,1,0.86532,1,5.0,28.0,1,1,1
306,136.0,0.486269,2,2,0.421147,1,3.0,39.0,1,0,7
307,263.0,0.869344,6,1,0.111513,1,4.0,47.0,0,0,5
308,156.0,0.7184519938425691,2,2,0.424762,1,3.0,23.0,0,1,1
309,307.0,0.930352,7,1,0.117907,1,4.0,36.0,0,0,9
310,274.0,0.950468,4,1,0.888559,1,5.0,24.0,0,1,3
311,151.0,0.7184519938425691,2,2,0.419416,1,3.0,22.0,0,1,8
312,244.0,0.919524,5,1,0.701672,1,5.0,22.0,0,1,1
313,148.0,0.529041,2,1,0.357894,1,3.0,24.0,0,1,9
314,155.0,0.461114,2,1,0.400453,1,3.0,22.0,0,1,8
315,127.0,0.505487,2,2,0.338849,1,3.0,23.0,0,1,9
316,226.0,0.860763,4,2,0.768132,1,5.0,25.0,0,1,7
318,149.0,0.525145,2,1,0.397215,1,3.0,25.0,0,1,9
320,232.0,0.980759,4,2,0.825572,1,5.0,23.0,0,1,1
321,214.0,0.487172,4,2,0.306061,1,4.0,24.0,0,1,1
322,271.0,0.93057,4,1,0.775065,1,5.0,25.0,0,1,8
323,133.0,0.542964,2,1,0.375272,1,3.0,23.0,0,1,1
324,225.0,0.991495,4,1,0.912214,1,5.0,25.0,1,1,1
325,127.0,0.470798,2,2,0.426591,1,3.0,28.0,1,1,3
326,142.0,0.564768,2,2,0.349758,1,3.0,23.0,0,1,7
327,282.0,0.990687,7,1,0.120595,1,4.0,40.0,0,0,1
328,180.0,0.623574,3,2,0.609113,1,4.0,22.0,0,1,1
329,136.0,0.600009,2,1,0.40412,1,3.0,25.0,0,1,8
330,255.0,0.955329,4,1,0.787524,1,6.0,23.0,0,1,8
331,300.0,0.979651,7,2,0.166336,1,4.0,27.0,0,0,4
332,252.0,0.888437,5,1,0.852599,1,5.0,25.0,0,1,0
333,309.0,0.853192,6,1,0.102148,1,4.0,43.0,0,0,9
334,144.0,0.464083,2,2,0.405598,1,3.0,22.0,0,1,5
335,240.0,0.849425,4,2,0.820867,1,5.0,23.0,0,1,8
336,225.0,0.977501,4,2,0.734395,1,5.0,24.0,0,1,8
337,159.0,0.576623,2,1,0.466212,1,3.0,24.0,0,1,1
338,217.0,0.963093,5,1,0.821675,1,5.0,25.0,0,1,9
339,245.0,1.0,4,1,0.752076,1,5.0,24.0,0,1,8
340,247.0,0.883274,4,1,0.881484,1,6.0,23.0,0,1,1
341,293.0,0.808091,6,1,0.094254,1,5.0,53.0,0,0,8
342,160.0,0.591197,2,1,0.418741,1,3.0,24.0,0,1,2
343,275.0,1.0,5,1,0.783389,1,5.0,24.0,0,1,9
344,246.0,0.996432,5,1,0.875615,1,5.0,22.0,0,1,8
345,227.0,0.830078,5,1,0.780955,1,5.0,25.0,0,1,8
346,310.0,0.858179,7,2,0.147125,1,4.0,27.0,0,0,8
347,282.0,0.830166,7,1,0.137862,1,5.0,50.0,1,0,1
348,238.0,0.595896,4,2,0.269952,1,2.0,25.0,0,1,2
349,301.0,0.556134,3,1,0.240336,1,3.0,42.0,1,0,9
350,142.0,0.7184519938425691,2,1,0.33687,1,3.0,25.0,0,1,8
351,261.0,0.805149,6,1,0.0817661,1,4.0,51.0,0,0,9
352,264.0,0.96422,7,2,0.117403,1,4.0,54.0,0,0,2
353,233.0,0.971481,4,1,0.854863,1,5.0,24.0,0,1,8
355,236.0,0.853609,4,2,0.816641,1,5.0,23.0,0,1,8
356,144.0,0.453524,2,1,0.40815,1,3.0,25.0,0,1,2
357,140.0,0.427874,2,1,0.492721,1,3.0,24.0,0,1,1
358,268.0,0.794418,6,1,0.107563,1,4.0,36.0,0,0,5
359,142.0,0.40006,2,1,0.369309,1,3.0,23.0,0,1,1
360,275.0,0.781891,5,2,0.153319,1,4.0,23.0,0,1,7
361,307.0,0.975868,6,1,0.135755,1,4.0,40.0,0,0,8
362,146.0,0.557437,2,2,0.471105,1,3.0,23.0,0,1,1
364,255.0,0.965766,4,1,0.741425,1,6.0,24.0,0,1,8
365,136.0,0.466807,2,2,0.37805,1,3.0,25.0,0,1,1
366,181.0,0.921137,2,2,0.894447,1,5.0,26.0,1,1,1
367,134.0,0.508337,2,2,0.456376,1,3.0,22.0,0,1,3
368,228.0,0.999017,4,2,0.825387,1,5.0,22.0,1,1,9
369,157.0,0.496474,2,1,0.439862,1,3.0,24.0,0,1,3
370,154.0,0.7184519938425691,2,2,0.449009,1,3.0,22.0,0,1,2
371,266.0,0.857333,6,1,0.107394,1,4.0,52.0,0,0,1
372,140.0,0.470909,2,1,0.375037,1,3.0,37.0,1,0,8
373,283.0,0.813192,6,2,0.0790388,1,5.0,33.0,0,0,9
374,307.0,0.905708,7,1,0.125275,1,4.0,48.0,1,0,3
375,269.0,0.961684,5,2,0.723119,1,5.0,46.0,1,0,8
376,165.0,0.826183,6,1,0.509311,1,6.0,31.0,0,0,9
377,288.0,0.957496,6,2,0.0684884,1,4.0,33.0,0,0,9
378,257.0,0.954546,5,2,0.824469,1,5.0,23.0,0,1,1
379,279.0,0.97356,6,1,0.147722,1,4.0,40.0,0,0,1
380,258.0,0.94184,5,1,0.909107,1,5.0,25.0,0,1,9
381,284.0,0.926052,6,1,0.0840148,1,4.0,46.0,0,0,8
382,236.0,0.892227,5,1,0.869753,1,5.0,25.0,0,1,8
383,156.0,0.427001,2,1,0.494285,1,3.0,24.0,0,1,1
384,249.0,0.814469,5,1,0.713844,1,5.0,22.0,0,1,1
385,192.0,1.0,4,1,0.198123,1,4.0,24.0,0,1,2
386,146.0,0.446707,2,1,0.396179,1,3.0,24.0,0,1,9
387,301.0,0.816023,6,2,0.0735235,1,5.0,40.0,0,0,3
388,144.0,0.469745,2,1,0.384879,1,3.0,24.0,0,1,2
389,154.0,0.7184519938425691,2,1,0.420521,1,3.0,22.0,0,1,8
390,279.0,0.832246,6,1,0.0503368,1,4.0,38.0,0,0,8
391,149.0,0.579038,2,1,0.417611,1,3.0,22.0,0,1,9
392,136.0,0.488114,2,1,0.393449,1,3.0,23.0,0,1,1
393,282.0,0.85579,6,2,0.131401,1,4.0,45.0,0,0,1
394,151.0,0.7184519938425691,2,1,0.419818,1,3.0,25.0,0,1,1
395,287.0,0.821559,5,1,0.145731,1,4.0,23.0,0,1,8
396,127.0,0.532574,2,1,0.397773,1,3.0,24.0,0,1,9
397,132.0,0.485557,2,1,0.445789,1,3.0,22.0,0,1,6
398,286.0,0.864143,7,1,0.0967901,1,4.0,26.0,0,0,8
399,286.0,0.84759,6,1,0.0864551,1,4.0,29.0,0,0,9
400,148.0,0.48607,2,1,0.357934,1,3.0,25.0,0,1,5
401,245.0,0.944478,5,2,0.920771,1,5.0,23.0,0,1,9
402,264.0,0.875616,6,2,0.0635948,1,4.0,27.0,0,0,1
